Release Date,Season,Episode,Episode Title,Name,Sentence
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,Yeah. A good king must be just. Orys I was just. Everyone applauded his reforms. Nobles and commoners alike. But he wasn't just for long. He was murdered in his sleep after less than a year by his own brother. Was that truly just of him? To abandon his subjects to an evil that he was too gullible to recognize?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,No.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,"Yes. Strength. King Robert was strong. He won the rebellion and crushed the Targaryen dynasty. And he attended three small council meetings in 17 years. He spent his time whoring and hunting and drinking until the last two killed him. So, we have a man who starves himself to death, a man who lets his own brother murder him, and a man who thinks that winning and ruling are the same thing. What do they all lack?"
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,Yes!
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,Yes. But what is wisdom? Hmm? A house with great wealth and fertile lands asks you for your protection against another house with a strong Navy that could one day oppose you. How do you know which choice is wise and which isn't? You've any experience of treasuries and granaries or shipyards and soldiers?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,"No. Of course not. A wise king knows what he knows and what he doesn't. You're young. A wise young king listens to his counselors and heeds their advice until he comes of age. And the wisest kings continue to listen to them long afterwards... Your brother was not a wise king. Your brother was not a good king. If he had been, perhaps he'd still be alive. Now, as the king, you will have to marry. Do you understand why?"
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,"Yes, but why? To further the family line. Do you know how that happens?"
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,"Yes, but has anyone explained the details to you?"
2014-04-20,Season 4,Episode 3,Breaker of Chains,Jaime Lannister,How are you?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Jaime Lannister,You are. You will be. I'll see to that.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Jaime Lannister,Please give the queen a moment alone with her son.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Cersei Lannister,"It was Tyrion. He killed him. He told me he would. ""A day will come when you think you are safe and happy and your joy will turn to ashes in your mouth."" That's what he said to me. You saw it. You saw Joff point at him just before he..."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Jaime Lannister,I don't know what I saw.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Cersei Lannister,Avenge him. Avenge our son. Kill Tyrion.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Jaime Lannister,Tyrion's my brother. Our brother. There'll be a trial. We'll get to the truth of what happened.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Cersei Lannister,"I don't want a trial. He'll squirm his way to freedom given the chance. I want him dead. Please, Jaime. You have to. He was our son. Our baby boy."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Jaime Lannister,You're a hateful woman. Why have the gods made me love a hateful woman?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Cersei Lannister,"Jaime, not here, please. Please."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Cersei Lannister,Stop it. Stop it. Stop.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Jaime Lannister,No.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Cersei Lannister,Stop it. Stop.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Cersei Lannister,Stop. Stop. It's not right.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Cersei Lannister,It's not right. It's not right.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Jaime Lannister,I don't care.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Cersei Lannister,Don't.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Cersei Lannister,"Don't. Jaime, don't."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,Gonna rain soon. Where are we?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,"Near Fairmarket, I think."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,You think? You don't have a map?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,"No, I don't have a map."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,Maybe we should get one.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,Just point out the next map shop you see and I'll buy you one.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,How far is it to the Eyrie?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,Far.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,And you're sure we're going the right way?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,"Believe me, girl, I want you there as soon as I can. Get my gold, be on my way."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,On your way where?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,"Why do you care? Might book passage across the Narrow Sea. Fight as a sellsword. Second Sons, could be. Seems like a good fit for me."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,I'd like to see Braavos one day.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,Why Braavos?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,I have friends there.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,I doubt it.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,What do you want?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,"If I'm standing on it, it's my land."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,We were just watering the horses. We'll be on our way. Forgive my father. He was wounded fighting in the war. Our cottage burned down while he was gone and my mother with it.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,He's never been the same.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,The Tullys of Riverrun.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,You got to do all seven of the fuckers?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,Father!
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,And we ask the Stranger not to kill us in our beds tonight for no damn reason at all.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,I'm so sorry.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,Really good.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,Call that a fight? Slaughtering livestock more like.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,Guest right don't mean much anymore.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,You got any ale?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,How can a man not keep ale in his home?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,What'll you pay? I don't have much. But I have hidden a bit of silver from the bandits. Fair wages for fair work?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,Fair wages for fair work.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,What did you do?!
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,Get your horse saddled.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,You told me you weren't a thief.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,I wasn't.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,He took us in. He fed us and you...
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,"Aye, he took us in. He's a good man and his daughter makes a nice stew. And they'll both be dead come winter."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,You don't know that.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,I do know it. He's weak. He can't protect himself. They'll both be dead come winter. Dead men don't need silver.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Arya Stark,You're the worst shit in the Seven Kingdoms.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Sandor Clegane,There's plenty worse than me. I just understand the way things are. How many Starks they got to behead before you figure it out?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Alliser Thorne,"There he is, Sam the Slayer."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,About what?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,You're not lying. I'll never forget the way it screamed.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,A what?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,My father hated that word.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,"I don't know. It makes me sound a bit dangerous, doesn't it?"
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,I get a lot of looks. I hear them making their jokes. But no one's touched me if that's what you mean.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,Why do you worry about it?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,They've got other things to think about.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,You're being silly.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,What about you?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,Thank you.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,For worrying about me.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,So what are you saying?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,Are you bored of me?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,I'll get these to Hobb. Keep an eye on little Sam.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Stannis Baratheon,You're a literary man now. What do you make of that?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Stannis Baratheon,The usurper Joffrey Baratheon. I said those words when I tossed a leech into the fire. A leech filled with bastard blood. A bastard you set free. I am now faced with a great opportunity and I am powerless to take advantage of it.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Stannis Baratheon,What progress have you made?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Stannis Baratheon,House Peasebury.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Stannis Baratheon,House Musgood.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Stannis Baratheon,House Haigh. They don't have enough men between them to raid a pantry.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Stannis Baratheon,The Golden Company?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Stannis Baratheon,They're sellswords.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Stannis Baratheon,We don't have any gold.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Stannis Baratheon,"If I do not press my claim, my claim will be forgotten. I will not become a page in someone else's history book. I'm running out of time, Ser Davos. Which means you're running out of time. -"
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,Sam.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,No.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,He's dead.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,North of here.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,You protected me north of the Wall.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Gilly,Best for you.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Oberyn Martell,Greedy.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Oberyn Martell,You're calling my beauty an acquired taste?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Oberyn Martell,Your loss.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Oberyn Martell,Does that surprise you?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Oberyn Martell,"Then everyone is missing half the worldo s pleasure. The gods made that and it delights me. The gods made this and it delights me. When it comes to war, I fight for Dorne. When it comes to love, I don't choose sides."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Oberyn Martell,"What are you, 25?"
2014-04-20,Season 4,Episode 3,Breaker of Chains,Oberyn Martell,"Someday, if you're lucky, you will wake up and realize you are old. That pretty ass of yours will sag. Your belly will grow soft and your back will ache in the night and gray hairs will sprout from your ears. No one will want you anymore. Make sure you fucked your fill before that day."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Oberyn Martell,They will all have to line up behind you.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,Prince Oberyn.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Oberyn Martell,Lord Tywin.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,May we have the room?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Oberyn Martell,Would you like to sit?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,"No, thank you."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Oberyn Martell,Some wine?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Oberyn Martell,I'm sorry about your grandson.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,Are you?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Oberyn Martell,I don't believe that a child is responsible for the sins of his father. Or his grandfather. An awful way to die.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,Which way is that?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Oberyn Martell,"Are you interrogating me, Lord Tywin?"
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,Some believe the king choked.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Oberyn Martell,Some believe the sky is blue because we live inside the eye of a blue-eyed giant. The king was poisoned.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,I hear you studied poisons at the Citadel.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Oberyn Martell,I did. This is why I know.
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,"Your hatred for my family is rather well known. You arrive at the capital, an expert in poisoning, some days later my grandson dies of poisoning."
2014-04-20,Season 4,Episode 3,Breaker of Chains,Oberyn Martell,Rather suspicious. Why haven't you thrown me in a dungeon?
2014-04-20,Season 4,Episode 3,Breaker of Chains,Tywin Lannister,You spoke with Tyrion in this very brothel on the day that you arrived. What did you discuss?
